AuthorID,Author,Date,Content,Attachments,Reactions
"497382947771514885","gcevans#8805","26-Mar-20 02:19 PM","As a general concept underflow is when the true value of something goes below the minimum value that can be stored in a type. In the case of this POTD it is when removing a key from a node would leave too few keys in the node for it to be a correct bTree. Remember that other than at the root there is a minimum number of keys in a node of a bTree.","",""
"236311511260200960","TheTryHard#3226","26-Mar-20 02:24 PM","Makes sense. Thank you!","",""
"168554902736338945","Galactic#3024","26-Mar-20 02:29 PM","i cant find anywhere that outlines the minimum number of keys a node can have","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:49 PM","floor (b tree value / 2)","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:49 PM","i think","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:50 PM","and that is on leaves and internal nodes","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:50 PM","we do not really care about the root","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:50 PM","in that case","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:50 PM","think of when you split a b tree node","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:51 PM","if the value is 5","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:51 PM","and if you try to add a 6th value you have to split and push up the ""middle"" value
root = [1,2,3,4,5]
try to add 6","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:51 PM","so...","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:51 PM","[3]","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:51 PM","|       \","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:52 PM","[1,2]        [4,5,6]","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:52 PM","floor (5/2) = 2","",""
"436144660885274634","Jnug#6961","26-Mar-20 02:53 PM","therefor that was a valid split because both children have at least 2 values","",""
"168554902736338945","Galactic#3024","26-Mar-20 03:26 PM","thanks","",""
"436144660885274634","Jnug#6961","26-Mar-20 03:35 PM","Np","",""
"692765477747032104","hlav47#1413","26-Mar-20 03:48 PM","I thought it was supposed to be ceil(order/2) based off lecture notes?","",""
"436144660885274634","Jnug#6961","26-Mar-20 03:59 PM","A friend of mine and I are going over it now and think it maybe floor((order-1)/2)","",""
"436144660885274634","Jnug#6961","26-Mar-20 04:00 PM","But `int lowVal =(order - 1)/2` would work too since int will do the floor","",""
"436144660885274634","Jnug#6961","26-Mar-20 04:01 PM","`Celing(order/2)` wouldn't work for the problem above","",""
"436144660885274634","Jnug#6961","26-Mar-20 04:01 PM","Because 6 cannot make a root and two leaves with 3 eatch","",""
"497382947771514885","gcevans#8805","26-Mar-20 04:09 PM","That looks correct to me.","",""
"691690355833176064","bryce#5139","26-Mar-20 06:38 PM","I am a little confused how to do the rightRotate() function. Any hints on the algorithm?","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:40 PM","What are your ideas rn?","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:40 PM","*                | 40 |
*              /         \ 
* | 10 | 20 | 30 |     | 60 |
*
 * after rotation, the tree should look like
 *           | 30 |
 *         /        \
* | 10 | 20 |    | 40 | 60 |","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:40 PM","did you understand this?","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:42 PM","@bryce","",""
"691690355833176064","bryce#5139","26-Mar-20 06:43 PM","Maybe I am just confused about how BTree nodes are accessed","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:44 PM","The node has a vector","",""
"691690355833176064","bryce#5139","26-Mar-20 06:44 PM","I feel lost on how to access the nodes I think . The swap itself I can do","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:44 PM","i see","",""
"691690355833176064","bryce#5139","26-Mar-20 06:44 PM","So each node is a vector of values?","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:44 PM","yes","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:44 PM","https://en.cppreference.com/w/cpp/container/vector","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:45 PM","there is a vector of pointers","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:45 PM","and a vector of values","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:45 PM","`struct BTreeNode {
    bool is_leaf_ = true;
    std::vector<int> elements_;
    std::vector<BTreeNode*> children_;
    BTreeNode() {}
    BTreeNode(std::vector<int> v) {
      this->elements_ = v;
    }
}`","",""
"691690355833176064","bryce#5139","26-Mar-20 06:46 PM","So essentially we have a vector of children? And then we iterate through that vector to select 30?","",""
"691690355833176064","bryce#5139","26-Mar-20 06:47 PM","then insert 40 in an ordered fashion?","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:47 PM","yes but you get the index","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:48 PM","or it's given","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:48 PM","rather","",""
"691690355833176064","bryce#5139","26-Mar-20 06:48 PM","Okay I see now  thanks!","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:48 PM","No worries","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:49 PM","Plus you can see if the test works locally","",""
"436144660885274634","Jnug#6961","26-Mar-20 06:49 PM","when you run it","",""
"378333745855594502","Robodude#2377","29-Mar-20 08:59 PM","sum of ascii for char is just:","",""
"378333745855594502","Robodude#2377","29-Mar-20 08:59 PM","int += char, right?","",""
"436144660885274634","Jnug#6961","29-Mar-20 09:06 PM","should work","","👍 (1)"
"436144660885274634","Jnug#6961","29-Mar-20 09:06 PM","as long as you have a valid target for char(target)","",""
"692449737579954297","sinamp2#8819","30-Mar-20 12:08 AM","im having some trouble with the countCollisions function","",""
"692449737579954297","sinamp2#8819","30-Mar-20 12:08 AM","im getting values when i run it, but i guess the values are wrong?","",""
"692449737579954297","sinamp2#8819","30-Mar-20 12:09 AM","did anyone else have a similiar issue?","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","30-Mar-20 12:14 AM","yeah, I think I'm unclear on what a collision is","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","30-Mar-20 12:15 AM","like say in the vector of strings your given, 3 of them return 0 when run through hashfunction(). does that mean there are 2 collisions? 3? 1?","",""
"329744755489767424","JayBirdFTW#3763","30-Mar-20 12:26 AM","A collision is when you have 2 different inputs map to the same hash","",""
"329744755489767424","JayBirdFTW#3763","30-Mar-20 12:27 AM","Or in math terms: ```f(x1) = f(x2), where x1 != x2```","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","30-Mar-20 12:29 AM","so in the case where 3 inputs map to the same hash, there are 2 collisions, because f(x1) = f(x2) = f(x3), i.e. we have 2 equals signs?","",""
"329744755489767424","JayBirdFTW#3763","30-Mar-20 12:29 AM","Yup","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","30-Mar-20 12:30 AM","ok, thanks","",""
"378333745855594502","Robodude#2377","30-Mar-20 03:13 PM","can a staffer run out of energy in the middle of answering a question? If so, do we want to re-assign that student to another staffer?","",""
"497382947771514885","gcevans#8805","30-Mar-20 03:22 PM","That is a good question. It would appear that our staff are dedicated and will finish the question even if they run out of energy.","","👍 (9)"
"615676230582403117","astroboy#6022","31-Mar-20 02:52 AM","Does anyone know when the last potd will be? trying to get a sense of how many points are left","",""
"166752999291617289","Piotr#7108","31-Mar-20 09:54 AM","Expect roughly 60 in total","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:25 PM","Hey quick question","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:25 PM","I make the correct map to return","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:25 PM","and in my function I erase all the duplicates in mapA and MapB","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:26 PM","but when I tested them in my main file mapA and mapB are back to what they were originally","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:26 PM","any reason for this?","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:36 PM","are you sure you're printing/checking the data pairs of mapA and mapB AFTER you have called the function?","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:36 PM","adding b
2 + 5

adding a
1 + 4


check in function
new map
a 5
b 7
mapA
c 3
mapB
d 6

check in main
common
a 5
b 7
mapA
b 2
c 3
a 1
mapB
b 5
d 6
a 4","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:37 PM","yes these are all my tests for the example online","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:37 PM","In main they are the same as when they went in","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:38 PM","it matters a lot when you delete the things in mapA and mapB. if you do it while iterating through maps A and B, it will alter the iteration","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:39 PM","the check in function is after the part of my code where I delete things","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:41 PM","by ""check in function"", do you mean the part where you see if the elements are common and add it to the unordered_map you are returning?","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:41 PM","yes","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:42 PM","oh ok, so you delete first and then check for common elements? That would make the return map always be empty","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:43 PM","no","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:43 PM","adding b
2 + 5

adding a
1 + 4


check in function
new map
a 5
b 7
mapA
c 3
mapB
d 6","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:43 PM","this is what i print in the function","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:44 PM","I do this after my function before I return","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:45 PM","hm ok","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:45 PM","this is perplexing for me","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:46 PM","ohhhh I think I see","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:46 PM","it is a bit tricky","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:46 PM","they pass you two unordered_maps, and you modify those","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:46 PM","yes","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:46 PM","I do not copy them","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:46 PM","but it doesn't modify them if they're already delcared, and then the function is called on them","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:47 PM","do you intake them as references?","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:47 PM","unordered_map<string, int> common_elems(unordered_map<string, int> mapA,
                                        unordered_map<string, int> mapB) {","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:47 PM","they are just the object I believe","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:48 PM","changing them to references fixed it for me","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:48 PM","oh cool","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:48 PM","it doesn't change how the function is used","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:48 PM","Ill try that","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:49 PM","eh that worked locally","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:49 PM","it distinguishes between taking in copies of the objects, and ""pointers"" to the original objects","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:49 PM","only locally you say?","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:50 PM","yeah I failed test 2","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:50 PM","adding c
13 + 16

adding b
12 + 15


check in function
new map
b 27
c 29
mapA
a 11
mapB
a 14","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:50 PM","it seems like I did not find a","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:51 PM","so idk about that","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:51 PM","how are you iterating through the maps?","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:51 PM","nested for loops","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:51 PM","with iterators for maps a and b","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:52 PM","ok then I wouldn't guess that's the issue","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:53 PM","can you go through the order that your code does things","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:57 PM","I just got it to get test 2","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:57 PM","but it failed null","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:57 PM","and I just got it","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","I had a very small error","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","after I erased a pair","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","from both maps","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","I reset my iterators to the begin()","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","but my loops call ++","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:58 PM","so I was skipping the first element","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:59 PM","so I just added an if at the end to cover if I skipped one","",""
"436144660885274634","Jnug#6961","01-Apr-20 11:59 PM","thank you @Gamedev Hacker Femme Special","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","01-Apr-20 11:59 PM","you're welcome!","",""
"615676230582403117","astroboy#6022","02-Apr-20 12:26 AM","does anyone know of a way to get an iterator for a map that iterates solely over the .first values and not the .second?","",""
"615676230582403117","astroboy#6022","02-Apr-20 12:27 AM","this is for the part of the potd where we delete the elements in mapA and mapB","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","02-Apr-20 12:31 AM","the strings themselves don't seem linked in any particular way, so I don't think such an iterator exists","",""
"615676230582403117","astroboy#6022","02-Apr-20 12:31 AM",":{","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","02-Apr-20 12:31 AM","when you find a common string between two maps though, you can save that string somewhere to keep track","",""
"615676230582403117","astroboy#6022","02-Apr-20 12:31 AM","👍","",""
"436144660885274634","Jnug#6961","02-Apr-20 12:42 AM","just for fun ples ignore","",""
"436144660885274634","Jnug#6961","02-Apr-20 12:42 AM","-cpp vector","",""
"204255221017214977","YAGPDB.xyz#8760","02-Apr-20 12:42 AM","Vector: http://www.cplusplus.com/reference/vector/vector/","","🥜 (2)"
"436144660885274634","Jnug#6961","02-Apr-20 12:43 AM","love it 🙂","",""
"615676230582403117","astroboy#6022","02-Apr-20 01:29 AM","Does anyone have any guesses as to why I would be getting these results for the potd","https://cdn.discordapp.com/attachments/692496759737417770/695157831975829565/Screenshot_from_2020-04-02_01-24-01.png",""
"615676230582403117","astroboy#6022","02-Apr-20 01:29 AM","","https://cdn.discordapp.com/attachments/692496759737417770/695157834417045504/Screenshot_from_2020-04-02_01-23-47.png",""
"615676230582403117","astroboy#6022","02-Apr-20 01:29 AM","","https://cdn.discordapp.com/attachments/692496759737417770/695157836006817822/Screenshot_from_2020-04-02_01-24-09.png",""
"615676230582403117","astroboy#6022","02-Apr-20 01:30 AM","i'm especially confused on the 0 == 3 part, as it's three common keys","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","02-Apr-20 01:35 AM","It’s likely that you are deleting things from mapA and mapB while iterating through them. But you’re relying on that iteration to access all the elements, so when you delete it messes the iteration all up","",""
"615676230582403117","astroboy#6022","02-Apr-20 01:38 AM","well for the deletion, i'm actually iterating over the elements in the map i'm returning and using those to erase the corresponding elements in mapA and mapB","",""
"329744755489767424","JayBirdFTW#3763","03-Apr-20 09:23 AM","It seems prairielearn can't compile the file","",""
"329744755489767424","JayBirdFTW#3763","03-Apr-20 09:23 AM","","https://cdn.discordapp.com/attachments/692496759737417770/695639647266668614/Screen_Shot_2020-04-03_at_10.23.23_AM.png",""
"329744755489767424","JayBirdFTW#3763","03-Apr-20 09:24 AM","Even though it works locally on my machine","",""
"497382947771514885","gcevans#8805","03-Apr-20 09:27 AM","My guess is you edited a file you are not submitting but I will check.","",""
"329744755489767424","JayBirdFTW#3763","03-Apr-20 09:28 AM","@gcevans I figured it out... don't use ```using namespace std```","",""
"497382947771514885","gcevans#8805","03-Apr-20 09:28 AM","Yup, it is a bad idea 🙂","",""
"233953714031951872","AndroidGXN#9279","03-Apr-20 10:53 AM","When I took CS 126, my CA said the same thing. I don't remember why though?","",""
"497382947771514885","gcevans#8805","03-Apr-20 10:54 AM","The issue is that it adds lots of functions to the program. The problem comes if you have two functions with the same name which is likely if you keep bringing things in.","",""
"497382947771514885","gcevans#8805","03-Apr-20 10:56 AM","Say that you have two functions called hash which one are you going to use?","",""
"233953714031951872","AndroidGXN#9279","03-Apr-20 12:46 PM","Oh that makes sense","",""
"168554902736338945","Galactic#3024","03-Apr-20 01:54 PM","im having some trouble on understanding the POTD, namely if we are using separate chaining, shouldn't each index in the vector hold a linked list of Strings? or are we supposed to do that ourselves?","",""
"497382947771514885","gcevans#8805","03-Apr-20 01:57 PM","Here we are using an array of vectors rather than an array of lists but it is the same result.","",""
"168554902736338945","Galactic#3024","03-Apr-20 02:02 PM","oh I see","",""
"168554902736338945","Galactic#3024","03-Apr-20 02:02 PM","thanks","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","09-Apr-20 08:57 PM","For today's potd, I'm wondering why the 6th value in our output vector reads ""No Problem! :D"", since the value at the 6th index in ""needed"" is greater than the 6th index of ""created"". Does this have something to do with the variable ""start"", or is this a typo?","https://cdn.discordapp.com/attachments/692496759737417770/697988562167005314/potd_48_question.JPG",""
"307521679876292610","Wolfe Tone#0398","09-Apr-20 09:01 PM","Problems add up over time if unused, so comparing the values at a certain index won't necessarily be correct","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","09-Apr-20 09:01 PM","Ohhh I see, thank you!","",""
"155778755640557568","Metapalms#5621","10-Apr-20 08:19 PM","I have the POTD working on my local. It works perfectly well. But I am getting this error when I upload it to prairie learn. I am willing to screen share with someone that can help me.","https://cdn.discordapp.com/attachments/692496759737417770/698341511854555196/unknown.png",""
"155778755640557568","Metapalms#5621","10-Apr-20 08:20 PM","(picture of it working local)","https://cdn.discordapp.com/attachments/692496759737417770/698341636266131556/unknown.png",""
"297796439491477515","NoAnsatz#3625","10-Apr-20 08:27 PM","office hours are on until 10","",""
"297796439491477515","NoAnsatz#3625","10-Apr-20 08:27 PM","-oh","",""
"204255221017214977","YAGPDB.xyz#8760","10-Apr-20 08:27 PM","Office Hours Schedule: https://courses.engr.illinois.edu/cs225/sp2020/info/office-hours/
Queue: https://queue.illinois.edu/q/cs225","",""
"297796439491477515","NoAnsatz#3625","10-Apr-20 08:27 PM","@Metapalms","",""
"155778755640557568","Metapalms#5621","10-Apr-20 08:33 PM","thank you I forgot about that","",""
"315370620135276555","clar#0044","14-Apr-20 02:43 PM","for potd 51 im passing the hard test but not the simple test. i printed out the entries in the file and only found entries of ""2"" and ""3""","",""
"315370620135276555","clar#0044","14-Apr-20 02:43 PM","is there something i'm missing?","",""
"315370620135276555","clar#0044","14-Apr-20 02:44 PM","i'm not sure why i'm only finding two different entries instead of 3","",""
"315370620135276555","clar#0044","14-Apr-20 03:47 PM","nvm! realized i was skipping ""1"" for some reason","",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:16 PM","Anyone available for help?","",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:16 PM","I think I should be passing but I don't pass any of the test cases","",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:17 PM","","https://cdn.discordapp.com/attachments/692496759737417770/699835676593750067/unknown.png",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:17 PM","","https://cdn.discordapp.com/attachments/692496759737417770/699835727063547974/unknown.png",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:17 PM","","https://cdn.discordapp.com/attachments/692496759737417770/699835834362232892/unknown.png",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:17 PM","That is to show that it is working","",""
"155778755640557568","Metapalms#5621","14-Apr-20 11:18 PM","That is my result","https://cdn.discordapp.com/attachments/692496759737417770/699835962175389726/unknown.png",""
"236639861371568129","Gamedev Hacker Femme Special#6597","14-Apr-20 11:35 PM","What is your general approach to the problem, are you using a map like is suggested?","",""
"236639861371568129","Gamedev Hacker Femme Special#6597","14-Apr-20 11:42 PM","@Metapalms","",""
"601242320221765633","YoungMerchant#1675","26-Apr-20 02:33 PM","@gcevans is potd 58 the last  potd?","",""
"601242320221765633","YoungMerchant#1675","26-Apr-20 03:00 PM","@EliteYoshi  @KingOfB","",""
"497382947771514885","gcevans#8805","26-Apr-20 03:09 PM","There will be some more/","","👍 (2)"
"106750663358177280","neonlights#3810","25-Jul-20 05:10 PM","is there anyway to access the potd's for practice?","",""
"166752999291617289","Piotr#7108","01-Aug-20 11:24 PM","Unfortunately not anymore, but there's plenty of other sources online with similarly styled problems!","",""
"491631427570630656","Mat#5553","04-Sep-20 07:38 AM","is there a way we can do the potd on ews? from my understanding we download that file locally, run it and it creates a local directory?","",""
"491631427570630656","Mat#5553","04-Sep-20 07:43 AM","additionally, is there a way to specify a filepath we want the script to create the directory in? is it as simple as `sh potd-q1.sh C:/Some/File/Path`?","",""
"491631427570630656","Mat#5553","04-Sep-20 07:58 AM","`wget https://prairielearn.engr.illinois.edu/pl/course_instance/123088/instance_question/93832753/clientFilesQuestion/potd-q1.sh` just pulls the html file lol","",""
"491631427570630656","Mat#5553","04-Sep-20 07:59 AM","my local environment isn't set up to compile cpp, since I was using ews for the assignments so any guidance would be appreciated","",""
"187229613598965760","James#9336","04-Sep-20 08:10 AM","afaik PL requires authentication cookies, so wgetting it won't work. I had to download it then upload with sftp","",""
"491631427570630656","Mat#5553","04-Sep-20 08:12 AM","that makes sense","",""
"491631427570630656","Mat#5553","04-Sep-20 08:13 AM","how'd you do that, then? not familiar","",""
"491631427570630656","Mat#5553","04-Sep-20 08:19 AM","oh, I think I got it","",""
"491631427570630656","Mat#5553","04-Sep-20 08:19 AM","thanks, James. sftp cool, TIL","",""
"491631427570630656","Mat#5553","04-Sep-20 08:27 AM","fyi for anyone else curious, you can even use `scp` to transfer a local file to a remote host","",""
"491631427570630656","Mat#5553","04-Sep-20 08:28 AM","`scp potd-q1.sh mathewf2@linux.ews.illinois.edu:cs225/potd` for instance copied the `sh` file from my local machine to my remote `cs225/potd` folder on ews","",""
"267473350845136909","Cani#2278","04-Sep-20 10:14 AM","You can just use firefox while using EWS and download it directly to your remote system","",""
"497382947771514885","gcevans#8805","04-Sep-20 10:15 AM","That will work if you are using FastX but not if you are using the VSCode ssh solution. That said it is a good solution. We hope to have methods to work on the PotD directly online later this semester.","",""
"491631427570630656","Mat#5553","04-Sep-20 10:28 AM","yeah im entirely terminal based using ews, no gui","",""
"456226577798135808","Deleted User#0000","04-Sep-20 10:29 AM","Does anybody know where I can find a free computer","",""
"456226577798135808","Deleted User#0000","04-Sep-20 10:31 AM","please help","",""
"456226577798135808","Deleted User#0000","04-Sep-20 10:34 AM","@everyone","",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:09 AM","","https://cdn.discordapp.com/attachments/692496759737417770/751473948591652904/unknown.png",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:09 AM","I am getting this error when I go to prairielearn: https://prairielearn.engr.illinois.edu/pl/course_instance/123088","",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:10 AM","is there something that can be done about this","",""
"491631427570630656","Mat#5553","04-Sep-20 11:11 AM","have you added the course?","",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:13 AM","yeah i have","",""
"491631427570630656","Mat#5553","04-Sep-20 11:15 AM","weird","",""
"491631427570630656","Mat#5553","04-Sep-20 11:15 AM","above my paygrade then lol","",""
"263806814938726400","Bot Waldo#9975","04-Sep-20 11:18 AM","i believe it's time to do the classic computer restart","",""
"187229613598965760","James#9336","04-Sep-20 11:23 AM","Just curious, why is the POTD distributed as a self-extracting .sh instead of a plain old zip?","",""
"456226577798135808","Deleted User#0000","04-Sep-20 11:26 AM","convenience","",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:31 AM","","https://cdn.discordapp.com/attachments/692496759737417770/751479688639021185/unknown.png",""
"741404983269785660","nsk7153#0086","04-Sep-20 11:36 AM","Can one of the course instructors gimme access to this? Thanks!","",""
"456226577798135808","Deleted User#0000","04-Sep-20 11:36 AM","No, sorry","",""
"456226577798135808","Deleted User#0000","04-Sep-20 11:49 AM","@Willinilli","",""
"497382947771514885","gcevans#8805","04-Sep-20 12:23 PM","@James Since to work correctly you will need a shell environment.","",""
"497382947771514885","gcevans#8805","04-Sep-20 12:25 PM","@nsk7153 You need to be in the course to access this material. If you are in the course and having problems please email the course staff.","",""
"741404983269785660","nsk7153#0086","04-Sep-20 01:56 PM","Actually I use prairielearn for Math 415 so it makes sense on why i can't access it since it's separate account","",""
"741404983269785660","nsk7153#0086","04-Sep-20 01:56 PM","I just used my initial account and so I'm good now","",""
"750869143091413051","Speedibi#6706","04-Sep-20 02:50 PM","When is the POTD due? It says on PrairieLearn  that it's due at 12 on 9/5 but it doesn't say whether it's due at 12 AM or 12 PM.","",""
"616742005665693708","MattG#6402","04-Sep-20 03:12 PM","I'd assume midnight tonight. POTD implies a problem every 24 hours which means that (assuming they released it at midnight) it's due at midnight","",""
"497382947771514885","gcevans#8805","04-Sep-20 03:12 PM","This semester to help people in other TZ we are leaving them open for 36 hours.","",""
"497382947771514885","gcevans#8805","04-Sep-20 03:12 PM","So noon tomorrow.","",""
"497382947771514885","gcevans#8805","04-Sep-20 03:13 PM","If PL does not show am or pm it is working in a 24 hour clock.","",""
"316308282014695436","Zouba64#7965","04-Sep-20 07:15 PM","If you're using VSCode with SSH you can just drag and drop a file from your computer to the remote one","","bigbraintime (3)"
"316308282014695436","Zouba64#7965","04-Sep-20 07:15 PM","at least that seemed to work fine for me","",""
"491631427570630656","Mat#5553","04-Sep-20 07:30 PM","That is a much more intuitive solution than my approach lol. I will try that for next potd","",""
