AuthorID,Author,Date,Content,Attachments,Reactions
"497382947771514885","gcevans#8805","28-Sep-21 12:37 PM","Actually worst or not is orthogonal in general. That is you can talk about any of them under worst, best, or average. Unless we say something more specific when we talk about any of them we default to talking about them under worst case. That said we pretty much never use  big Ω and rarely bother to talk about big Θ. The thing that differs in usage from math is that we tend to expect you to talk about the best bound we know.","",""
"497382947771514885","gcevans#8805","28-Sep-21 12:39 PM","So for example while it is correct in math to say mergesort is O(n!) it is not really useful so we would say that it was wrong if we asked for the running time of mergesort which has a tight bound of O(n log n).","","💯 (1)"
"401899795783876618","Liseiden#9948","28-Sep-21 12:40 PM","using CS173 proof structure:
T(n) = T(n-1) + 5
T(n-1) = T(n-2) + 5, substitute into above.
T(n) = T(n-2) + 5 + 5
T(n) = T(n-3) + 5 + 5 + 5
T(n) = T(n-k) + 5k.
Let n-k = 1, then k = n-1.
T(n) = T(1) + 5(n-1)
so T(n) = 1 + 5n - 5 = 5n - 4","",""
"497382947771514885","gcevans#8805","28-Sep-21 12:42 PM","One way to think about it is that when in CS we say that the running time is big O of something we are saying that it is the best bound we can prove at the time. We rarely use big Θ since so many algorithms have cases that are fast as well as with many algorithms we have not been able to show the tightest bounds.","",""
"193434768635985920","Icy#9019","28-Sep-21 01:27 PM","how come the correct answer to this question is the setnumlayers function","https://cdn.discordapp.com/attachments/892147061712101426/892477602370048000/cs_question.PNG",""
"497382947771514885","gcevans#8805","28-Sep-21 01:29 PM","`thickFrosting_` is a private variable in the Cake class so it can be set inside the class.","",""
"193434768635985920","Icy#9019","28-Sep-21 01:32 PM","Makes sense","",""
"193434768635985920","Icy#9019","28-Sep-21 01:38 PM","Why was the constructor answer incorrect though","",""
"497382947771514885","gcevans#8805","28-Sep-21 01:38 PM","That said the only place.","",""
"193434768635985920","Icy#9019","28-Sep-21 01:39 PM","Or is it saying that since bakecake (im assuming this  is a constructor) is outside of the class it doesnt have access to the variable","",""
"497382947771514885","gcevans#8805","28-Sep-21 01:40 PM","bakeCake clearly is not a constructor since a constructor needs to be scoped to the class and have the same name as the class.","",""
"497382947771514885","gcevans#8805","28-Sep-21 01:40 PM","bakeCake is just some function.","",""
"193434768635985920","Icy#9019","28-Sep-21 01:41 PM","Oh","",""
"193434768635985920","Icy#9019","28-Sep-21 01:41 PM","i didnt see that it said only the constructor","",""
"193434768635985920","Icy#9019","28-Sep-21 02:13 PM","im confused as to why this code results in a compiler error","https://cdn.discordapp.com/attachments/892147061712101426/892489107488514068/error_question.PNG",""
"181879503147106304","bg101#6539","28-Sep-21 02:14 PM","accessing a private member","",""
"193434768635985920","Icy#9019","28-Sep-21 02:16 PM","ohhh","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:20 PM","I’m confused as to how to get 16, does grow 2 or grow 3 not increment x or y?","https://cdn.discordapp.com/attachments/892147061712101426/892491009513103441/image0.jpg",""
"846513641687482429","mikel#4385","28-Sep-21 02:22 PM","grow1 changes the value of y and grow2 and grow3 change the values of x and y","",""
"846513641687482429","mikel#4385","28-Sep-21 02:23 PM","after grow1, x= 0, y =2. after grow2, x = 2, y = 4, and after grow3, x = 6, y = 10","",""
"846513641687482429","mikel#4385","28-Sep-21 02:23 PM","i believe, anyone lmk if i messed up any of the values pls","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:24 PM","Why does x not change in grow1?","",""
"846513641687482429","mikel#4385","28-Sep-21 02:24 PM","because you pass it in by value, the original variable does not change unless you pass it  in as a reference or a pointer","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:24 PM","The function grow1 returns the x+y and changes nothing then that is added to y so at that point y is 2.","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:24 PM","bc the value is a copy?","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:25 PM","Right","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:25 PM","That makes sense","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:25 PM","But in grow2 and grow3 you are also updating x since they are passed by pointer and then reference.","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:31 PM","Why aren't the ones with a tail pointer O(1)?","https://cdn.discordapp.com/attachments/892147061712101426/892493675769266186/Screen_Shot_2021-09-28_at_2.30.24_PM.png",""
"401899795783876618","Liseiden#9948","28-Sep-21 02:31 PM","the doubly linked list is. for the singly linked list, we need to traverse the whole array to find the element before the tail, which is why it's O(n)","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:32 PM","So in the case of IV it is O(1)","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:32 PM","but there is no choice with IV its own.","",""
"747957110981132418","emilycraw4d#6839","28-Sep-21 02:32 PM","That makes sense","",""
"193434768635985920","Icy#9019","28-Sep-21 02:52 PM","Whats amortized time complexity?","",""
"310533231529426945","Bobnana#5342","28-Sep-21 02:53 PM","is it just whatever nonamortized is and then divide by n lol","",""
"497382947771514885","gcevans#8805","28-Sep-21 02:54 PM","If something is O(1) then it takes O(1) each time. If something amortized O(1) then if you do it n times it will be O(n)  but it does not say what will happen each time. It is different from expected since in expected O(1) running n times you expect to be O(n) but might be more or less.","",""
"310533231529426945","Bobnana#5342","28-Sep-21 02:57 PM","for amortized, do we assume n is large?","",""
"310533231529426945","Bobnana#5342","28-Sep-21 02:58 PM","or do we not have to?","",""
"310533231529426945","Bobnana#5342","28-Sep-21 02:58 PM","is it exact for any n?","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:03 PM","For anything wrapped in big O you get to assume n is large.","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:04 PM","Amortized does not have to be big O. In fact in the array list implementation you don't actually need big O just amortized.","",""
"193434768635985920","Icy#9019","28-Sep-21 03:05 PM","Does tightest running time mean smallest running time","",""
"310533231529426945","Bobnana#5342","28-Sep-21 03:06 PM","and amortized is the O with a * right?","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:06 PM","Roughly, it is more saying that you have to give the big O that is the closed to possible.","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:06 PM","That is what I have used in lecture but there is no standard symbol for amortized.","",""
"193434768635985920","Icy#9019","28-Sep-21 03:08 PM","If u are inserting an item into a list why is that O(1)","",""
"193434768635985920","Icy#9019","28-Sep-21 03:08 PM","And not O(n)","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:09 PM","You need to be more specific.","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:10 PM","That is I hope it is clear why in a linked list insertFront is O(1)","",""
"193434768635985920","Icy#9019","28-Sep-21 03:11 PM","For the question its inserting something after an item in the list","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:11 PM","Well consider what we did with the index helper and then insert.","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:11 PM","Here you are given something that is the equivalent to the return of index.","",""
"310533231529426945","Bobnana#5342","28-Sep-21 03:13 PM","not a topical question, but for the exam, we just walk into the building, swipe our icard, go to our computer, and log onto prairielearn right?","",""
"512326345729114112","mersaults#1657","28-Sep-21 03:14 PM","For the intents and purposes of what you're working with consider the tight bound to be the minimal (smallest possible) upper bound of your function","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:14 PM","Here is the info on their website https://ae3.engineering.illinois.edu/grainger-exam-services/cbtf/students/policies/","",""
"512326345729114112","mersaults#1657","28-Sep-21 03:14 PM","Essentially. There will be proctors that will tell you what to do when you get there but the process that you described is basically how a CBTF exam works","",""
"310533231529426945","Bobnana#5342","28-Sep-21 03:15 PM","ive never done in person exams before lol","",""
"310533231529426945","Bobnana#5342","28-Sep-21 03:15 PM","and we don't bring anything other than our icard right?","",""
"497382947771514885","gcevans#8805","28-Sep-21 03:16 PM","It is a strange time and yes you should not have/need anything else.","",""
"512326345729114112","mersaults#1657","28-Sep-21 03:16 PM","You can bring anything with you, but you're required to put your bag and all non-writing utensil related items away in a separate area as you're starting the exam","",""
